SURVEY:  YSE
SNID:  2021hiz
otherID: 
IAUC:    UNKNOWN
RA:        186.4236500  deg
DECL:       7.2284050  deg
MWEBV:    0.022 +- 0.001 MW E(B-V)
REDSHIFT_FINAL: 0.0033 +- 0.005 (SPEC-Z, HELIO)
PHOTO_Z: 0.0050 +- 0.005 (W/ POSTERIOR)
VETTED_PSO_NAME: PSO J122541.533+071344.203 
VETTED_PS1_OBJID: 116671864231535215 
VETTED_HOST_GALAXY_STATUS: N 
SN_OFFSET_TO_VETTED_HOST_GALAXY_CENTER: 44.444 arcsec
VETTED_HOST_GALAXY_COORDS(RA, DECL)[deg]: (186.4273, 7.2166) 
VETTED_HOST_GALAXY_NAME: IC 3322A (NED)
VETTED_HOST_GALAXY_REDSHIFT: 0.0033 +- 0.005 (HOST-Z, HELIO)
SEARCH_PEAKMJD: 59320.310
HOST_LOGMASS: -99.0000 +- -99.0000
PEAK_ABS_MAG: -17.718
SPEC_CLASS: SN Ia-norm
SPEC_CLASS_BROAD: SN Ia
PARSNIP_PRED: SN Ia
PARSNIP_CONF: 100.0
PARSNIP_S1: 0.108 +- 0.01
PARSNIP_S2: -0.074 +- 0.021
PARSNIP_S3: 1.422 +- 0.016
SUPERRAENN_PRED: SN II
SUPERRAENN_CONF: 64.0
SET_ZTF_FP: 27.500
PEAK_SNR: 784.985
MAX_MJD_GAP(days): 95.262
NOBS_BEFORE_PEAK: 116
NOBS_TO_PEAK: 117
NOBS_AFTER_PEAK: 182
SEARCH_PEAKMAG: 13.051
SEARCH_PEAKFLT: g
PEAKMAG_YSE-r/ZTF-r(Y): 13.177
PEAKFLT_YSE-r/ZTF-r(Y): r
FILTERS: zigYrX
MASK_USED: Not NA Mag, FLUXCALERR > 0, MAGERR <= 1.5, SNR >= 0, PM_PEAKMJD = 757, FLAG = 0x00
# keywords from LC processing:
# PSFTRIM: 0
# PHOTCAT: 2021hiz.0x1613.PS1_3piDR2.photcat
# CNTRD_FLUX_OFFSET: 0.0000
# HOSTNAME: fend02.cluster
# IMSIZE_PIX: 2500
# DIST_FROM_CENTER_DEG: 0.872 # dist from center of the focal plane

# ======================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS_AFTER_MASK: 299
NVAR: 8
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR   FLAG
OBS: 59385.237 Y 473 39884.904 346.248 15.998 0.009 0x00
OBS: 59387.218 Y 473 40320.392 319.491 15.986 0.009 0x00
OBS: 59387.270 z NULL 25125.506 247.374 16.500 0.011 0x00
OBS: 59387.270 r NULL 39397.558 235.633 16.011 0.006 0x00
OBS: 59388.290 r NULL 38494.444 231.881 16.037 0.007 0x00
OBS: 59388.290 i NULL 32589.082 201.067 16.217 0.007 0x00
OBS: 59389.300 r NULL 37302.704 208.237 16.071 0.006 0x00
OBS: 59389.300 z NULL 23064.234 222.378 16.593 0.010 0x00
OBS: 59390.280 r NULL 36374.280 267.987 16.098 0.008 0x00
OBS: 59390.280 i NULL 30730.894 241.783 16.281 0.009 0x00
OBS: 59391.248 X 473 25505.502 317.202 16.483 0.014 0x00
OBS: 59391.290 r NULL 35582.512 195.539 16.122 0.006 0x00
OBS: 59391.290 z NULL 20941.432 201.736 16.697 0.010 0x00
OBS: 59392.330 r NULL 33128.548 174.414 16.199 0.006 0x00
OBS: 59392.330 i NULL 28645.811 175.173 16.357 0.007 0x00
OBS: 59393.193 Y 473 33771.654 219.172 16.179 0.007 0x00
OBS: 59393.270 r NULL 33736.156 177.009 16.180 0.006 0x00
OBS: 59393.270 z NULL 19306.030 216.250 16.786 0.012 0x00
OBS: 59394.280 r NULL 32319.625 193.284 16.226 0.006 0x00
OBS: 59394.280 i NULL 27546.539 152.093 16.400 0.006 0x00
OBS: 59395.290 r NULL 31833.755 186.582 16.243 0.006 0x00
OBS: 59395.290 z NULL 17535.522 169.178 16.890 0.010 0x00
OBS: 59396.300 i NULL 24679.580 156.409 16.519 0.007 0x00
OBS: 59396.300 g NULL 24539.371 176.847 16.525 0.008 0x00
OBS: 59397.300 g NULL 24402.036 185.667 16.531 0.008 0x00
OBS: 59397.300 z NULL 16236.351 173.099 16.974 0.012 0x00
OBS: 59399.290 i NULL 23280.430 181.031 16.583 0.008 0x00
OBS: 59399.290 g NULL 23662.339 200.635 16.565 0.009 0x00
OBS: 59400.280 z NULL 14721.710 193.982 17.080 0.014 0x00
OBS: 59400.280 g NULL 23435.962 188.286 16.575 0.009 0x00
OBS: 59401.280 g NULL 22586.486 175.250 16.615 0.008 0x00
OBS: 59401.280 r NULL 25631.564 182.957 16.478 0.008 0x00
OBS: 59402.290 i NULL 20812.217 150.770 16.704 0.008 0x00
OBS: 59402.290 g NULL 21976.771 155.395 16.645 0.008 0x00
OBS: 59403.270 z NULL 12711.112 194.545 17.240 0.017 0x00
OBS: 59403.270 g NULL 22062.342 170.374 16.641 0.008 0x00
OBS: 59404.280 g NULL 22287.774 198.455 16.630 0.010 0x00
OBS: 59404.280 r NULL 24048.825 170.413 16.547 0.008 0x00
OBS: 59405.290 i NULL 18935.084 364.518 16.807 0.021 0x00
OBS: 59405.290 g NULL 22080.596 346.187 16.640 0.017 0x00
OBS: 59406.290 g NULL 21255.086 187.675 16.681 0.010 0x00
OBS: 59406.290 z NULL 11729.856 199.511 17.327 0.018 0x00
OBS: 59414.280 i NULL 14703.704 182.860 17.081 0.014 0x00
OBS: 59414.280 r NULL 17892.228 196.472 16.868 0.012 0x00
OBS: 59415.270 z NULL 8693.080 307.655 17.652 0.038 0x00
OBS: 59415.270 r NULL 16570.779 241.869 16.952 0.016 0x00
OBS: 59416.270 r NULL 16656.106 270.828 16.946 0.018 0x00
OBS: 59416.280 i NULL 13945.685 226.967 17.139 0.018 0x00
OBS: 59417.270 z NULL 8548.454 456.448 17.670 0.058 0x00
OBS: 59417.270 r NULL 16053.987 316.053 16.986 0.021 0x00
OBS: 59420.270 r NULL 14807.940 169.210 17.074 0.012 0x00
OBS: 59420.270 i NULL 12901.279 186.196 17.223 0.016 0x00
OBS: 59421.280 z NULL 7128.238 271.149 17.868 0.041 0x00
OBS: 59421.280 r NULL 14056.163 258.867 17.130 0.020 0x00
OBS: 59423.270 z NULL 7085.145 208.574 17.874 0.032 0x00
OBS: 59423.280 r NULL 13237.844 158.721 17.195 0.013 0x00
OBS: 59518.542 Y 473 1707.072 267.286 19.433 0.171 0x00
OBS: 59521.545 Y 473 1443.944 328.034 19.616 0.255 0x00
OBS: 59522.544 Y 473 1698.225 252.675 19.432 0.166 0x00
OBS: 59529.536 Y 473 1331.521 205.151 19.721 0.175 0x00
OBS: 59530.536 Y 473 1303.904 279.330 19.740 0.244 0x00
OBS: 59531.537 Y 473 1356.105 137.640 19.671 0.111 0x00
OBS: 59532.539 Y 473 1393.591 188.126 19.641 0.147 0x00
OBS: 59540.542 Y 473 1154.170 165.340 19.844 0.156 0x00
END:
