SNID: 2015F
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2015F
FILTERS: ugriBomn
RA:   114.065670 deg
DECL:   -69.506390 deg 
RA_HOST:   114.099330
DEC_HOST:   -69.530830
REDSHIFT_HELIO: 0.00489 +- 1.8e-05 
REDSHIFT_CMB: 0.005286 +- 1.8e-05 
VPEC: 80.5777 +- 250.0

MWEBV: 0.174900  MW E(B-V)
SEARCH_PEAKMJD: 57105.1
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  294
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
SPEC: 6062.417 6063.961 5.221374E-15 4.408479E-17 1
SPEC: 6063.961 6065.505 5.191372E-15 4.422585E-17 1
SPEC: 6065.505 6067.050 5.161370E-15 4.436691E-17 1
SPEC: 6067.050 6068.594 5.131367E-15 4.450796E-17 1
SPEC: 6068.594 6070.138 5.101365E-15 4.464902E-17 1
SPEC: 6070.138 6071.682 5.071362E-15 4.479008E-17 1
SPEC: 6071.682 6073.227 5.041360E-15 4.493114E-17 1
SPEC: 6073.227 6074.771 5.011358E-15 4.507220E-17 1
SPEC: 6074.771 6076.315 5.005941E-15 4.509766E-17 1
SPEC: 6076.315 6077.859 4.943920E-15 4.734020E-17 1
SPEC: 6077.859 6079.404 4.884095E-15 4.009338E-17 1
SPEC: 6079.404 6080.948 4.841222E-15 9.383778E-17 1
SPEC: 6080.948 6082.492 4.747830E-15 3.845846E-17 1
SPEC: 6082.492 6084.036 4.723858E-15 5.118760E-17 1
SPEC: 6084.036 6085.580 4.677278E-15 9.151719E-17 1
SPEC: 6085.580 6087.125 4.680931E-15 5.669276E-17 1
SPEC: 6087.125 6088.669 4.692023E-15 7.999193E-17 1
SPEC: 6088.669 6090.213 4.684994E-15 3.749390E-17 1
SPEC: 6090.213 6091.757 4.677055E-15 6.797145E-17 1
SPEC: 6091.757 6093.302 4.615676E-15 4.973715E-17 1
SPEC: 6093.302 6094.846 4.588270E-15 9.051876E-17 1
SPEC: 6094.846 6096.390 4.659583E-15 4.093262E-17 1
SPEC: 6096.390 6097.934 4.683873E-15 3.781014E-17 1
SPEC: 6097.934 6099.479 4.796169E-15 9.207383E-17 1
SPEC: 6099.479 6101.023 4.788869E-15 4.418470E-17 1
SPEC: 6101.023 6102.567 4.775696E-15 4.772117E-17 1
SPEC: 6102.567 6104.111 4.767741E-15 3.919846E-17 1
SPEC: 6104.111 6105.656 4.761941E-15 9.182536E-17 1
SPEC: 6105.656 6107.200 4.768881E-15 4.508170E-17 1
SPEC: 6107.200 6108.744 4.770718E-15 6.193341E-17 1
SPEC: 6108.744 6110.288 4.775326E-15 8.413759E-17 1
SPEC: 6110.288 6111.833 4.790583E-15 5.360218E-17 1
SPEC: 6111.833 6113.377 4.837954E-15 9.209460E-17 1
SPEC: 6113.377 6114.921 4.890195E-15 3.853426E-17 1
SPEC: 6114.921 6116.465 4.950211E-15 5.638431E-17 1
SPEC: 6116.465 6118.010 5.163673E-15 5.036218E-17 1
SPEC: 6118.010 6119.554 5.260868E-15 9.497607E-17 1
SPEC: 6119.554 6121.098 5.160740E-15 3.967495E-17 1
SPEC: 6121.098 6122.642 5.135593E-15 3.716650E-17 1
SPEC: 6122.642 6124.187 5.035054E-15 9.311734E-17 1
SPEC: 6124.187 6125.731 4.996178E-15 4.580038E-17 1
SPEC: 6125.731 6127.275 4.924737E-15 5.434262E-17 1
SPEC: 6127.275 6128.819 4.898900E-15 4.025709E-17 1
SPEC: 6128.819 6130.363 4.879738E-15 9.222408E-17 1
SPEC: 6130.363 6131.908 4.591905E-15 5.323093E-17 1
SPEC: 6131.908 6133.452 4.517738E-15 7.525399E-17 1
SPEC: 6133.452 6134.996 4.497508E-15 6.593121E-17 1
SPEC: 6134.996 6136.540 4.504692E-15 4.360349E-17 1
SPEC: 6136.540 6138.085 4.527509E-15 9.532464E-17 1
SPEC: 6138.085 6139.629 4.522078E-15 3.830434E-17 1
SPEC: 6139.629 6141.173 4.515732E-15 4.997774E-17 1
SPEC: 6141.173 6142.717 4.502469E-15 4.769678E-17 1
SPEC: 6142.717 6144.262 4.496311E-15 9.149076E-17 1
SPEC: 6144.262 6145.806 4.425950E-15 3.863077E-17 1
SPEC: 6145.806 6147.350 4.411979E-15 3.664182E-17 1
SPEC: 6147.350 6148.894 4.366663E-15 8.763338E-17 1
SPEC: 6148.894 6150.439 4.244906E-15 4.455029E-17 1
SPEC: 6150.439 6151.983 4.017008E-15 6.038513E-17 1
SPEC: 6151.983 6153.527 3.963978E-15 3.648818E-17 1
SPEC: 6153.527 6155.071 3.923969E-15 7.794339E-17 1
SPEC: 6155.071 6156.616 3.628160E-15 5.413025E-17 1
SPEC: 6156.616 6158.160 3.550478E-15 7.879940E-17 1
SPEC: 6158.160 6159.704 3.560050E-15 4.938609E-17 1
SPEC: 6159.704 6161.248 3.566317E-15 3.345306E-17 1
SPEC: 6161.248 6162.793 3.586688E-15 8.257583E-17 1
SPEC: 6162.793 6164.337 3.602375E-15 3.290436E-17 1
SPEC: 6164.337 6165.881 3.621014E-15 4.097374E-17 1
SPEC: 6165.881 6167.425 3.645326E-15 4.163218E-17 1
SPEC: 6167.425 6168.970 3.656832E-15 8.118578E-17 1
SPEC: 6168.970 6170.514 3.541479E-15 3.898437E-17 1
SPEC: 6170.514 6172.058 3.522392E-15 3.746261E-17 1
SPEC: 6172.058 6173.602 3.476850E-15 7.962924E-17 1
SPEC: 6173.602 6175.146 3.443600E-15 4.279097E-17 1
SPEC: 6175.146 6176.691 3.380204E-15 7.204606E-17 1
SPEC: 6176.691 6178.235 3.367133E-15 3.291551E-17 1
SPEC: 6178.235 6179.779 3.357102E-15 6.039029E-17 1
SPEC: 6179.779 6181.323 3.287947E-15 5.106695E-17 1
SPEC: 6181.323 6182.868 3.268981E-15 7.649925E-17 1
SPEC: 6182.868 6184.412 3.235911E-15 4.112377E-17 1
SPEC: 6184.412 6185.956 3.223259E-15 2.842469E-17 1
SPEC: 6185.956 6187.500 3.181156E-15 7.697611E-17 1
SPEC: 6187.500 6189.045 3.189736E-15 3.148207E-17 1
SPEC: 6189.045 6190.589 3.200104E-15 4.113773E-17 1
SPEC: 6190.589 6192.133 3.208587E-15 4.074169E-17 1
SPEC: 6192.133 6193.677 3.212680E-15 7.995726E-17 1
SPEC: 6193.677 6195.222 3.084731E-15 4.387105E-17 1
SPEC: 6195.222 6196.766 3.069246E-15 4.259627E-17 1
SPEC: 6196.766 6198.310 3.064109E-15 6.872865E-17 1
SPEC: 6198.310 6199.854 3.240021E-15 3.924343E-17 1
SPEC: 6199.854 6201.399 3.581721E-15 8.044930E-17 1
SPEC: 6201.399 6202.943 3.565651E-15 3.086901E-17 1
SPEC: 6202.943 6204.487 3.553107E-15 4.885073E-17 1
SPEC: 6204.487 6206.031 3.491890E-15 5.138247E-17 1
SPEC: 6206.031 6207.576 3.474786E-15 7.917782E-17 1
SPEC: 6207.576 6209.120 3.440838E-15 4.005345E-17 1
SPEC: 6209.120 6210.664 3.432791E-15 2.806696E-17 1
SPEC: 6210.664 6212.208 3.405369E-15 8.016578E-17 1
SPEC: 6212.208 6213.753 3.488497E-15 3.401300E-17 1
SPEC: 6213.753 6215.297 3.590657E-15 4.790777E-17 1
SPEC: 6215.297 6216.841 3.640750E-15 4.174404E-17 1
SPEC: 6216.841 6218.385 3.665378E-15 8.130125E-17 1
SPEC: 6218.385 6219.929 3.761552E-15 5.958499E-17 1
SPEC: 6219.929 6221.474 3.770576E-15 5.864360E-17 1
SPEC: 6221.474 6223.018 3.750339E-15 6.157661E-17 1
SPEC: 6223.018 6224.562 3.695733E-15 3.622883E-17 1
SPEC: 6224.562 6226.106 3.587660E-15 8.034611E-17 1
SPEC: 6226.106 6227.651 3.588375E-15 2.894907E-17 1
SPEC: 6227.651 6229.195 3.588942E-15 4.251867E-17 1
SPEC: 6229.195 6230.739 3.590575E-15 5.090200E-17 1
SPEC: 6230.739 6232.283 3.591144E-15 8.027448E-17 1
SPEC: 6232.283 6233.828 3.703516E-15 4.242966E-17 1
SPEC: 6233.828 6235.372 3.720094E-15 2.970009E-17 1
SPEC: 6235.372 6236.916 3.777956E-15 8.194852E-17 1
SPEC: 6236.916 6238.460 3.843663E-15 3.706878E-17 1
SPEC: 6238.460 6240.005 3.925792E-15 5.961848E-17 1
SPEC: 6240.005 6241.549 3.949699E-15 4.066182E-17 1
SPEC: 6241.549 6243.093 3.961677E-15 7.664803E-17 1
SPEC: 6243.093 6244.637 4.040594E-15 6.885956E-17 1
SPEC: 6244.637 6246.182 4.055644E-15 6.887889E-17 1
SPEC: 6246.182 6247.726 4.096964E-15 5.224988E-17 1
SPEC: 6247.726 6249.270 4.138872E-15 3.276404E-17 1
SPEC: 6249.270 6250.814 4.223389E-15 8.566381E-17 1
SPEC: 6250.814 6252.359 4.177933E-15 3.014117E-17 1
SPEC: 6252.359 6253.903 4.141226E-15 4.261462E-17 1
SPEC: 6253.903 6255.447 4.075159E-15 5.303122E-17 1
SPEC: 6255.447 6256.991 4.055978E-15 8.470136E-17 1
SPEC: 6256.991 6258.536 4.271585E-15 5.073506E-17 1
SPEC: 6258.536 6260.080 4.291309E-15 3.532692E-17 1
SPEC: 6260.080 6261.624 4.359342E-15 8.671983E-17 1
SPEC: 6261.624 6263.168 4.326101E-15 4.180473E-17 1
SPEC: 6263.168 6264.712 4.283840E-15 7.550494E-17 1
SPEC: 6264.712 6266.257 4.272564E-15 3.627473E-17 1
SPEC: 6266.257 6267.801 4.266808E-15 6.308758E-17 1
SPEC: 6267.801 6269.345 4.210991E-15 6.739283E-17 1
SPEC: 6269.345 6270.889 4.202426E-15 6.865867E-17 1
SPEC: 6270.889 6272.434 4.192041E-15 4.505559E-17 1
SPEC: 6272.434 6273.978 4.185834E-15 2.951159E-17 1
SPEC: 6273.978 6275.522 4.173076E-15 8.516014E-17 1
SPEC: 6275.522 6277.066 4.250658E-15 3.088789E-17 1
SPEC: 6277.066 6278.611 4.314375E-15 4.501601E-17 1
SPEC: 6278.611 6280.155 4.386398E-15 5.405479E-17 1
SPEC: 6280.155 6281.699 4.407813E-15 8.699742E-17 1
SPEC: 6281.699 6283.243 4.321703E-15 6.041503E-17 1
SPEC: 6283.243 6284.788 4.315591E-15 4.146386E-17 1
SPEC: 6284.788 6286.332 4.295546E-15 7.867507E-17 1
SPEC: 6286.332 6287.876 4.232733E-15 4.110754E-17 1
SPEC: 6287.876 6289.420 4.151508E-15 8.460281E-17 1
SPEC: 6289.420 6290.965 4.191294E-15 3.218407E-17 1
SPEC: 6290.965 6292.509 4.211987E-15 5.148257E-17 1
SPEC: 6292.509 6294.053 4.356861E-15 6.748188E-17 1
SPEC: 6294.053 6295.597 4.378087E-15 7.009847E-17 1
SPEC: 6295.597 6297.142 4.390466E-15 4.315402E-17 1
SPEC: 6297.142 6298.686 4.395084E-15 2.878247E-17 1
SPEC: 6298.686 6300.230 4.404759E-15 8.630442E-17 1
SPEC: 6300.230 6301.774 4.412939E-15 3.304857E-17 1
SPEC: 6301.774 6303.318 4.419772E-15 5.110203E-17 1
SPEC: 6303.318 6304.863 4.424405E-15 5.364630E-17 1
SPEC: 6304.863 6306.407 4.425816E-15 8.654231E-17 1
SPEC: 6306.407 6307.951 4.527136E-15 7.487255E-17 1
SPEC: 6307.951 6309.495 4.539839E-15 5.063946E-17 1
SPEC: 6309.495 6311.040 4.583111E-15 6.414627E-17 1
SPEC: 6311.040 6312.584 4.693394E-15 3.744169E-17 1
SPEC: 6312.584 6314.128 4.838451E-15 8.973657E-17 1
SPEC: 6314.128 6315.672 4.838860E-15 3.130667E-17 1
SPEC: 6315.672 6317.217 4.839077E-15 4.807866E-17 1
SPEC: 6317.217 6318.761 4.839972E-15 7.273668E-17 1
SPEC: 6318.761 6320.305 4.839680E-15 7.701398E-17 1
SPEC: 6320.305 6321.849 4.835786E-15 4.725947E-17 1
SPEC: 6321.849 6323.394 4.834875E-15 3.101236E-17 1
SPEC: 6323.394 6324.938 4.832930E-15 8.937396E-17 1
SPEC: 6324.938 6326.482 4.943736E-15 3.782472E-17 1
SPEC: 6326.482 6328.026 5.037863E-15 6.488864E-17 1
SPEC: 6328.026 6329.571 5.082297E-15 5.219414E-17 1
SPEC: 6329.571 6331.115 5.096141E-15 8.348518E-17 1
SPEC: 6331.115 6332.659 5.391224E-15 9.055208E-17 1
SPEC: 6332.659 6334.203 5.397408E-15 6.133368E-17 1
SPEC: 6334.203 6335.748 5.402996E-15 5.676513E-17 1
SPEC: 6335.748 6337.292 5.411209E-15 3.566226E-17 1
SPEC: 6337.292 6338.836 5.422199E-15 9.331466E-17 1
SPEC: 6338.836 6340.380 5.454012E-15 3.128367E-17 1
SPEC: 6340.380 6341.925 5.471182E-15 4.698316E-17 1
SPEC: 6341.925 6343.469 5.515542E-15 7.258344E-17 1
SPEC: 6343.469 6345.013 5.539098E-15 7.830875E-17 1
SPEC: 6345.013 6346.557 5.704905E-15 5.637334E-17 1
SPEC: 6346.557 6348.101 5.728125E-15 3.594673E-17 1
SPEC: 6348.101 6349.646 5.778679E-15 9.564861E-17 1
SPEC: 6349.646 6351.190 5.828999E-15 4.491528E-17 1
SPEC: 6351.190 6352.734 5.872471E-15 8.465643E-17 1
SPEC: 6352.734 6354.278 5.890006E-15 4.574847E-17 1
SPEC: 6354.278 6355.823 5.895596E-15 7.096312E-17 1
SPEC: 6355.823 6357.367 5.982921E-15 9.312248E-17 1
SPEC: 6357.367 6358.911 5.999625E-15 6.385473E-17 1
SPEC: 6358.911 6360.455 6.058661E-15 5.150047E-17 1
SPEC: 6360.455 6362.000 6.110013E-15 3.474215E-17 1
SPEC: 6362.000 6363.544 6.179907E-15 9.826988E-17 1
SPEC: 6363.544 6365.088 6.180513E-15 3.360617E-17 1
SPEC: 6365.088 6366.632 6.180847E-15 5.101345E-17 1
SPEC: 6366.632 6368.177 6.181388E-15 7.451565E-17 1
SPEC: 6368.177 6369.721 6.197186E-15 8.185220E-17 1
SPEC: 6369.721 6371.265 6.358414E-15 7.014203E-17 1
SPEC: 6371.265 6372.809 6.375891E-15 4.206449E-17 1
SPEC: 6372.809 6374.354 6.414686E-15 9.045752E-17 1
SPEC: 6374.354 6375.898 6.619697E-15 4.885074E-17 1
SPEC: 6375.898 6377.442 6.799810E-15 1.025721E-16 1
SPEC: 6377.442 6378.986 6.843334E-15 4.172672E-17 1
SPEC: 6378.986 6380.531 6.857528E-15 6.247110E-17 1
SPEC: 6380.531 6382.075 7.011873E-15 9.880408E-17 1
SPEC: 6382.075 6383.619 7.011395E-15 6.879178E-17 1
SPEC: 6383.619 6385.163 6.993935E-15 5.154834E-17 1
SPEC: 6385.163 6386.708 6.984417E-15 3.537411E-17 1
SPEC: 6386.708 6388.252 6.971239E-15 1.023245E-16 1
SPEC: 6388.252 6389.796 7.227605E-15 3.874836E-17 1
SPEC: 6389.796 6391.340 7.371116E-15 6.220771E-17 1
SPEC: 6391.340 6392.884 7.510979E-15 8.012751E-17 1
SPEC: 6392.884 6394.429 7.549433E-15 8.954503E-17 1
SPEC: 6394.429 6395.973 7.724948E-15 9.586070E-17 1
SPEC: 6395.973 6397.517 7.733670E-15 5.368682E-17 1
SPEC: 6397.517 6399.061 7.753416E-15 8.062151E-17 1
SPEC: 6399.061 6400.606 7.795914E-15 4.812734E-17 1
SPEC: 6400.606 6402.150 7.833882E-15 1.081867E-16 1
SPEC: 6402.150 6403.694 7.850173E-15 3.896157E-17 1
SPEC: 6403.694 6405.238 7.855606E-15 5.724992E-17 1
SPEC: 6405.238 6406.783 7.890363E-15 1.017097E-16 1
SPEC: 6406.783 6408.327 7.889184E-15 7.215191E-17 1
SPEC: 6408.327 6409.871 7.880038E-15 5.604794E-17 1
SPEC: 6409.871 6411.415 7.876898E-15 3.775771E-17 1
SPEC: 6411.415 6412.960 7.872476E-15 1.078391E-16 1
SPEC: 6412.960 6414.504 7.985422E-15 4.558527E-17 1
SPEC: 6414.504 6416.048 8.049805E-15 7.732688E-17 1
SPEC: 6416.048 6417.592 8.081760E-15 7.539939E-17 1
SPEC: 6417.592 6419.137 8.084951E-15 8.540013E-17 1
SPEC: 6419.137 6420.681 8.061323E-15 1.086666E-16 1
SPEC: 6420.681 6422.225 8.095336E-15 5.897685E-17 1
SPEC: 6422.225 6423.769 8.173875E-15 6.640671E-17 1
SPEC: 6423.769 6425.314 8.336478E-15 4.561257E-17 1
SPEC: 6425.314 6426.858 8.484211E-15 1.113301E-16 1
SPEC: 6426.858 6428.402 8.526683E-15 3.833945E-17 1
SPEC: 6428.402 6429.946 8.541165E-15 5.599931E-17 1
SPEC: 6429.946 6431.491 8.598927E-15 1.054560E-16 1
SPEC: 6431.491 6433.035 8.598755E-15 7.637654E-17 1
SPEC: 6433.035 6434.579 8.589699E-15 6.583865E-17 1
SPEC: 6434.579 6436.123 8.587827E-15 4.172070E-17 1
SPEC: 6436.123 6437.667 8.585143E-15 1.117685E-16 1
SPEC: 6437.667 6439.212 8.555945E-15 5.420785E-17 1
SPEC: 6439.212 6440.756 8.538999E-15 9.774273E-17 1
SPEC: 6440.756 6442.300 8.541583E-15 6.248423E-17 1
SPEC: 6442.300 6443.844 8.544685E-15 7.127475E-17 1
SPEC: 6443.844 6445.389 8.576927E-15 1.156914E-16 1
SPEC: 6445.389 6446.933 8.601889E-15 6.242938E-17 1
SPEC: 6446.933 6448.477 8.660687E-15 6.101613E-17 1
SPEC: 6448.477 6450.021 8.732804E-15 4.463694E-17 1
SPEC: 6450.021 6451.566 8.799433E-15 1.131364E-16 1
SPEC: 6451.566 6453.110 8.755919E-15 3.973952E-17 1
SPEC: 6453.110 6454.654 8.740752E-15 5.852538E-17 1
SPEC: 6454.654 6456.198 8.702829E-15 1.044460E-16 1
SPEC: 6456.198 6457.743 8.744582E-15 7.745995E-17 1
SPEC: 6457.743 6459.287 8.934828E-15 8.063534E-17 1
SPEC: 6459.287 6460.831 8.949480E-15 4.576082E-17 1
SPEC: 6460.831 6462.375 8.970844E-15 1.050626E-16 1
SPEC: 6462.375 6463.920 8.758120E-15 5.940351E-17 1
SPEC: 6463.920 6465.464 8.632414E-15 1.136662E-16 1
SPEC: 6465.464 6467.008 8.709566E-15 5.275878E-17 1
SPEC: 6467.008 6468.552 8.741323E-15 6.038705E-17 1
SPEC: 6468.552 6470.097 8.975323E-15 1.138781E-16 1
SPEC: 6470.097 6471.641 8.979715E-15 6.172523E-17 1
SPEC: 6471.641 6473.185 8.990272E-15 5.718983E-17 1
SPEC: 6473.185 6474.729 8.998403E-15 4.392825E-17 1
SPEC: 6474.729 6476.273 9.006042E-15 1.147651E-16 1
SPEC: 6476.273 6477.818 9.114964E-15 4.466151E-17 1
SPEC: 6477.818 6479.362 9.153763E-15 6.758409E-17 1
SPEC: 6479.362 6480.906 9.212013E-15 1.060667E-16 1
SPEC: 6480.906 6482.450 9.181871E-15 8.056147E-17 1
SPEC: 6482.450 6483.995 9.034108E-15 1.001684E-16 1
SPEC: 6483.995 6485.539 9.044012E-15 4.956979E-17 1
SPEC: 6485.539 6487.083 9.058707E-15 8.527608E-17 1
SPEC: 6487.083 6488.627 9.190500E-15 5.729229E-17 1
SPEC: 6488.627 6490.172 9.269785E-15 1.160977E-16 1
SPEC: 6490.172 6491.716 9.230771E-15 4.680020E-17 1
SPEC: 6491.716 6493.260 9.218453E-15 5.398774E-17 1
SPEC: 6493.260 6494.804 9.146732E-15 1.149223E-16 1
SPEC: 6494.804 6496.349 9.176894E-15 6.301732E-17 1
SPEC: 6496.349 6497.893 9.250865E-15 5.993044E-17 1
SPEC: 6497.893 6499.437 9.286857E-15 4.459807E-17 1
SPEC: 6499.437 6500.981 9.321244E-15 1.158199E-16 1
SPEC: 6500.981 6502.526 9.352348E-15 5.497469E-17 1
SPEC: 6502.526 6504.070 9.363668E-15 8.693108E-17 1
SPEC: 6504.070 6505.614 9.372976E-15 1.044269E-16 1
SPEC: 6505.614 6507.158 9.374888E-15 8.137046E-17 1
SPEC: 6507.158 6508.703 9.381751E-15 1.241322E-16 1
SPEC: 6508.703 6510.247 9.385138E-15 5.692039E-17 1
SPEC: 6510.247 6511.791 9.390250E-15 7.558808E-17 1
SPEC: 6511.791 6513.335 9.405043E-15 5.610728E-17 1
SPEC: 6513.335 6514.880 9.414102E-15 1.175210E-16 1
SPEC: 6514.880 6516.424 9.300938E-15 4.427201E-17 1
SPEC: 6516.424 6517.968 9.270592E-15 5.158683E-17 1
SPEC: 6517.968 6519.512 9.136808E-15 1.153780E-16 1
SPEC: 6519.512 6521.056 9.158315E-15 6.443456E-17 1
SPEC: 6521.056 6522.601 9.212147E-15 6.783005E-17 1
SPEC: 6522.601 6524.145 9.228006E-15 4.630034E-17 1
SPEC: 6524.145 6525.689 9.243414E-15 1.159425E-16 1
SPEC: 6525.689 6527.233 9.486583E-15 6.308606E-17 1
SPEC: 6527.233 6528.778 9.576987E-15 1.026881E-16 1
SPEC: 6528.778 6530.322 9.565570E-15 7.994921E-17 1
SPEC: 6530.322 6531.866 9.528396E-15 6.401913E-17 1
SPEC: 6531.866 6533.410 9.352905E-15 1.223918E-16 1
SPEC: 6533.410 6534.955 9.313640E-15 5.498207E-17 1
SPEC: 6534.955 6536.499 9.253312E-15 6.480555E-17 1
SPEC: 6536.499 6538.043 9.150031E-15 5.501564E-17 1
SPEC: 6538.043 6539.587 9.085652E-15 1.197991E-16 1
SPEC: 6539.587 6541.132 9.140095E-15 4.576376E-17 1
SPEC: 6541.132 6542.676 9.153274E-15 5.410980E-17 1
SPEC: 6542.676 6544.220 9.194939E-15 1.160272E-16 1
SPEC: 6544.220 6545.764 9.302288E-15 6.652311E-17 1
SPEC: 6545.764 6547.309 9.576579E-15 8.327741E-17 1
SPEC: 6547.309 6548.853 9.609967E-15 4.845259E-17 1
SPEC: 6548.853 6550.397 9.642952E-15 1.101983E-16 1
SPEC: 6550.397 6551.941 9.293639E-15 6.953128E-17 1
SPEC: 6551.941 6553.486 9.161008E-15 1.164695E-16 1
SPEC: 6553.486 6555.030 9.140977E-15 6.442040E-17 1
SPEC: 6555.030 6556.574 9.129737E-15 5.275014E-17 1
SPEC: 6556.574 6558.118 9.079786E-15 1.155479E-16 1
SPEC: 6558.118 6559.663 9.112183E-15 5.182552E-17 1
SPEC: 6559.663 6561.207 9.162839E-15 5.809956E-17 1
SPEC: 6561.207 6562.751 9.217338E-15 5.241762E-17 1
SPEC: 6562.751 6564.295 9.251915E-15 1.166427E-16 1
SPEC: 6564.295 6565.839 9.214154E-15 5.086628E-17 1
SPEC: 6565.839 6567.384 9.205564E-15 6.153644E-17 1
SPEC: 6567.384 6568.928 9.187612E-15 1.176101E-16 1
SPEC: 6568.928 6570.472 9.231479E-15 6.921443E-17 1
SPEC: 6570.472 6572.016 9.345920E-15 1.009752E-16 1
SPEC: 6572.016 6573.561 9.316879E-15 4.708727E-17 1
SPEC: 6573.561 6575.105 9.287705E-15 8.731043E-17 1
SPEC: 6575.105 6576.649 8.994931E-15 6.627830E-17 1
SPEC: 6576.649 6578.193 8.881422E-15 1.145094E-16 1
SPEC: 6578.193 6579.738 8.982640E-15 5.482917E-17 1
SPEC: 6579.738 6581.282 9.018804E-15 4.596240E-17 1
SPEC: 6581.282 6582.826 9.171455E-15 1.160130E-16 1
SPEC: 6582.826 6584.370 9.134315E-15 5.266124E-17 1
SPEC: 6584.370 6585.915 9.075211E-15 5.982700E-17 1
SPEC: 6585.915 6587.459 9.034952E-15 5.188225E-17 1
SPEC: 6587.459 6589.003 9.008957E-15 1.155704E-16 1
SPEC: 6589.003 6590.547 9.055231E-15 5.892826E-17 1
SPEC: 6590.547 6592.092 9.063919E-15 7.300217E-17 1
SPEC: 6592.092 6593.636 9.048518E-15 1.077461E-16 1
SPEC: 6593.636 6595.180 8.837878E-15 6.555722E-17 1
SPEC: 6595.180 6596.724 8.276708E-15 1.154256E-16 1
SPEC: 6596.724 6598.269 8.350704E-15 4.688951E-17 1
SPEC: 6598.269 6599.813 8.426293E-15 7.116852E-17 1
SPEC: 6599.813 6601.357 8.734333E-15 6.456652E-17 1
SPEC: 6601.357 6602.901 8.856258E-15 1.146438E-16 1
SPEC: 6602.901 6604.446 8.719987E-15 5.103885E-17 1
SPEC: 6604.446 6605.990 8.685845E-15 4.350984E-17 1
SPEC: 6605.990 6607.534 8.553683E-15 1.149679E-16 1
SPEC: 6607.534 6609.078 8.557414E-15 5.356142E-17 1
SPEC: 6609.078 6610.622 8.563457E-15 6.596087E-17 1
SPEC: 6610.622 6612.167 8.565961E-15 5.157182E-17 1
SPEC: 6612.167 6613.711 8.567606E-15 1.131351E-16 1
SPEC: 6613.711 6615.255 8.293446E-15 6.828138E-17 1
SPEC: 6615.255 6616.799 8.235663E-15 8.664320E-17 1
SPEC: 6616.799 6618.344 8.241412E-15 8.319263E-17 1
SPEC: 6618.344 6619.888 8.293975E-15 5.259733E-17 1
SPEC: 6619.888 6621.432 8.437006E-15 1.122998E-16 1
SPEC: 6621.432 6622.976 8.316301E-15 4.347865E-17 1
SPEC: 6622.976 6624.521 8.190915E-15 5.954614E-17 1
SPEC: 6624.521 6626.065 7.889584E-15 5.990675E-17 1
SPEC: 6626.065 6627.609 7.767845E-15 1.083708E-16 1
SPEC: 6627.609 6629.153 7.858792E-15 4.942617E-17 1
SPEC: 6629.153 6630.698 7.875772E-15 4.263864E-17 1
SPEC: 6630.698 6632.242 7.932972E-15 1.089110E-16 1
SPEC: 6632.242 6633.786 7.878155E-15 5.289425E-17 1
SPEC: 6633.786 6635.330 7.787770E-15 7.502978E-17 1
SPEC: 6635.330 6636.875 7.766190E-15 4.833522E-17 1
SPEC: 6636.875 6638.419 7.751760E-15 1.010404E-16 1
SPEC: 6638.419 6639.963 7.697234E-15 7.817547E-17 1
SPEC: 6639.963 6641.507 7.679486E-15 1.019843E-16 1
SPEC: 6641.507 6643.052 7.548365E-15 6.865756E-17 1
SPEC: 6643.052 6644.596 7.442734E-15 4.467435E-17 1
SPEC: 6644.596 6646.140 7.149079E-15 1.077120E-16 1
SPEC: 6646.140 6647.684 7.138939E-15 4.099184E-17 1
SPEC: 6647.684 6649.229 7.128227E-15 5.314622E-17 1
SPEC: 6649.229 6650.773 7.112062E-15 5.672666E-17 1
SPEC: 6650.773 6652.317 7.105397E-15 1.041121E-16 1
SPEC: 6652.317 6653.861 7.025640E-15 5.219171E-17 1
SPEC: 6653.861 6655.405 7.014029E-15 4.539279E-17 1
SPEC: 6655.405 6656.950 6.982730E-15 1.029888E-16 1
SPEC: 6656.950 6658.494 6.980311E-15 5.283601E-17 1
SPEC: 6658.494 6660.038 6.976251E-15 8.890515E-17 1
SPEC: 6660.038 6661.582 6.920021E-15 4.234114E-17 1
SPEC: 6661.582 6663.127 6.881761E-15 7.840252E-17 1
SPEC: 6663.127 6664.671 6.422185E-15 6.844001E-17 1
SPEC: 6664.671 6666.215 6.322191E-15 9.123948E-17 1
SPEC: 6666.215 6667.759 6.398108E-15 5.311426E-17 1
SPEC: 6667.759 6669.304 6.433880E-15 3.584616E-17 1
SPEC: 6669.304 6670.848 6.535499E-15 1.001553E-16 1
SPEC: 6670.848 6672.392 6.493684E-15 3.875940E-17 1
SPEC: 6672.392 6673.936 6.448768E-15 5.118750E-17 1
SPEC: 6673.936 6675.481 6.405794E-15 5.353203E-17 1
SPEC: 6675.481 6677.025 6.387715E-15 9.898812E-17 1
SPEC: 6677.025 6678.569 6.228734E-15 5.817071E-17 1
SPEC: 6678.569 6680.113 6.210695E-15 5.087670E-17 1
SPEC: 6680.113 6681.658 6.203949E-15 5.094373E-17 1
SPEC: 6681.658 6683.202 6.197973E-15 5.095228E-17 1
